film name,year,genre,rating,sentiment
Guardians of the Galaxy,2014,Comedy ,5,-0.143846926
Guardians of the Galaxy,2014,Comedy ,3,-0.277043942
Guardians of the Galaxy,2014,Comedy ,1,-0.108633026
Guardians of the Galaxy,2014,Comedy ,1,-0.088286874
Guardians of the Galaxy,2014,Comedy ,1,-0.224197267
Guardians of the Galaxy,2014,Comedy ,4,-0.175543514
Guardians of the Galaxy,2014,Comedy ,10,0.8358081714685722
Guardians of the Galaxy,2014,Comedy ,10,-0.042842705
Guardians of the Galaxy,2014,Comedy ,9,-0.028676619
Guardians of the Galaxy,2014,Comedy ,1,-0.272758972
Guardians of the Galaxy,2014,Comedy ,3,0.099850522
Guardians of the Galaxy,2014,Comedy ,4,-0.109497193
Guardians of the Galaxy,2014,Comedy ,5,-0.08241117
Guardians of the Galaxy,2014,Comedy ,5,0.075195537
Guardians of the Galaxy,2014,Comedy ,3,-0.481768278
Guardians of the Galaxy,2014,Comedy ,5,-0.106994237
Guardians of the Galaxy,2014,Comedy ,7,0.013861718007216596
Guardians of the Galaxy,2014,Comedy ,9,0.007261903
Guardians of the Galaxy,2014,Comedy ,5,0.10094229300422897
Guardians of the Galaxy,2014,Comedy ,7,0.16578232671286605
Guardians of the Galaxy,2014,Comedy ,1,-0.241827625
Guardians of the Galaxy,2014,Comedy ,5,0.022126589693915906
Guardians of the Galaxy,2014,Comedy ,3,-0.091659866
Guardians of the Galaxy,2014,Comedy ,7,0.2162433437787433
Guardians of the Galaxy,2014,Comedy ,6,0.18479466198291392
Guardians of the Galaxy,2014,Comedy ,10,-0.283585213
Guardians of the Galaxy,2014,Comedy ,9,0.058402919
Guardians of the Galaxy,2014,Comedy ,8,0.083208015
Guardians of the Galaxy,2014,Comedy ,7,0.3659435508026819
Guardians of the Galaxy,2014,Comedy ,10,-0.117360841
Guardians of the Galaxy,2014,Comedy ,8,-0.052325643
Guardians of the Galaxy,2014,Comedy ,9,0.2936080433962106
Guardians of the Galaxy,2014,Comedy ,10,0.3362715994758968
